satisfaction_level,number_project,average_montly_hours,Work_accident,promotion_last_5years,salary,left
41,2,130,0,0,high,1
38,2,147,0,0,low,1
72,5,200,0,0,medium,1
11,6,200,0,0,medium,1
37,2,150,0,0,medium,1
10,6,200,0,0,medium,1
36,2,136,0,0,low,1
92,5,200,0,0,low,1
11,5,200,0,0,low,1
39,2,156,0,0,low,1
11,6,200,0,0,low,1
45,2,140,0,0,low,1
44,2,130,1,0,low,1
85,4,200,0,0,low,1
43,2,139,0,0,low,1
75,5,200,0,0,low,1
11,2,137,1,0,low,1
36,2,158,0,0,low,1
10,6,200,0,0,low,1
74,5,200,0,0,low,1
40,2,144,0,0,low,1
9,6,200,0,0,low,1
76,4,200,0,0,low,1
45,2,151,0,0,low,1
84,4,200,0,0,low,1
38,2,127,0,0,low,1
38,2,144,0,0,low,1
38,2,157,0,0,medium,1
86,5,200,0,0,medium,1
37,2,155,0,0,medium,1
37,2,131,0,0,medium,1
87,4,200,1,1,medium,1
11,6,200,0,0,medium,1
42,2,141,0,0,medium,1
43,2,160,0,0,medium,1
9,6,200,0,0,medium,1
54,4,200,0,0,medium,1
40,2,151,0,0,medium,1
36,2,137,1,0,medium,1
87,4,200,0,0,high,1
75,4,200,0,0,low,1
43,2,152,0,0,medium,1
43,2,149,0,0,medium,1
10,6,200,0,0,medium,1
11,7,200,0,0,medium,1
44,2,156,0,0,low,1
39,2,138,0,0,low,1
40,2,155,0,0,low,1
92,4,200,0,0,low,1
36,2,136,0,0,low,1
86,4,200,0,0,low,1
74,5,200,0,0,low,1
80,3,146,0,0,low,1
36,2,145,0,0,low,1
42,2,159,0,0,low,1
42,2,129,0,0,low,1
40,2,142,0,0,low,1
46,2,129,0,0,low,1
9,6,200,0,0,low,1
88,4,200,0,0,low,1
10,6,200,0,0,low,1
10,6,200,0,0,low,1
11,4,200,0,0,low,1
84,5,200,0,0,low,1
42,2,158,0,0,low,1
10,6,200,1,0,low,1
10,6,200,0,0,medium,1
46,2,158,0,0,medium,1
9,7,200,0,0,medium,1
89,4,200,0,0,medium,1
82,4,200,0,0,medium,1
11,6,200,0,0,medium,1
81,5,200,0,0,medium,1
81,5,200,0,0,medium,1
77,4,200,0,0,medium,1
63,3,179,0,0,medium,1
40,2,128,0,0,medium,1
86,4,200,0,0,medium,1
37,2,151,0,0,high,0
44,2,132,0,0,low,1
74,5,200,0,0,medium,1
79,4,200,1,0,medium,1
9,6,200,0,0,medium,1
37,2,129,0,0,medium,1
9,6,200,0,0,low,1
9,6,200,0,0,low,1
10,7,200,0,0,low,1
45,2,143,0,0,low,1
40,2,136,0,0,low,1
31,6,200,0,0,low,1
70,2,200,0,0,low,1
36,2,152,0,0,low,1
34,6,157,1,0,low,1
87,5,200,0,0,low,1
11,6,200,0,0,low,1
47,4,133,0,0,low,1
43,2,142,0,0,low,1
43,2,129,0,0,low,1
45,2,136,0,0,low,1
74,5,200,0,0,low,1
10,6,200,1,0,low,1
78,5,200,0,0,low,1
90,5,200,0,0,low,1
53,6,200,0,0,low,1
45,2,154,0,0,low,1
86,4,200,0,0,medium,1
74,4,200,0,0,medium,1
9,6,200,0,0,medium,1
80,5,200,0,0,medium,1
46,2,128,0,0,medium,1
86,5,200,0,0,medium,1
86,4,200,0,0,medium,1
90,4,200,0,0,medium,1
87,5,200,0,0,medium,1
83,4,200,0,0,medium,1
77,4,200,0,0,medium,1
77,4,200,0,0,medium,1
90,5,200,0,0,high,1
73,4,200,0,0,low,1
91,4,200,0,0,medium,1
36,2,133,0,0,medium,1
38,2,150,0,0,medium,1
44,2,157,0,0,medium,1
73,5,200,0,0,low,1
89,5,200,0,0,low,1
11,6,200,0,0,low,1
10,7,200,0,0,low,1
37,2,129,0,0,low,1
38,2,134,0,0,low,1
42,2,132,0,0,low,1
44,2,153,0,0,low,1
11,6,200,0,0,low,1
9,7,200,0,0,low,1
43,2,130,0,0,low,1
38,2,156,0,0,low,1
11,6,200,0,0,low,1
37,2,130,0,0,low,1
44,2,139,0,0,low,1
72,5,200,0,0,low,1
10,7,200,0,0,low,1
73,5,200,0,0,low,1
9,7,200,0,0,low,1
44,2,149,0,0,low,1
9,6,200,0,0,low,1
10,6,200,0,0,medium,1
11,6,200,0,0,medium,1
42,2,131,0,0,medium,1
9,6,200,0,0,medium,1
72,5,200,0,0,medium,1
75,4,200,0,0,medium,1
44,2,138,0,0,medium,1
11,6,200,0,0,medium,1
38,2,147,0,0,medium,1
39,2,131,0,0,medium,1
10,7,200,0,0,medium,1
43,2,141,0,0,medium,1
39,2,158,0,0,high,0
88,4,200,0,0,low,1
10,7,200,0,0,medium,1
10,5,200,0,0,medium,1
11,6,200,0,0,medium,1
37,2,149,0,0,medium,1
37,2,160,0,0,low,1
77,4,150,0,0,low,1
91,5,200,0,0,low,1
46,2,155,0,0,low,1
11,6,200,0,0,low,1
86,5,200,0,0,low,1
87,5,200,0,0,low,1
9,6,200,0,0,low,1
42,2,132,0,0,low,1
82,4,200,1,0,low,1
46,2,129,0,0,low,1
88,5,200,0,0,low,1
10,6,200,0,0,low,1
43,2,140,0,0,low,1
37,2,153,0,0,low,1
80,5,200,0,0,low,1
83,5,200,0,0,low,1
39,2,156,0,0,low,1
77,5,200,0,0,low,1
43,2,129,0,0,low,1
79,4,200,0,0,low,1
39,2,152,1,0,medium,1
10,7,200,0,0,medium,1
39,2,131,0,0,medium,1
11,6,200,0,0,medium,1
40,2,156,0,0,medium,1
42,2,141,1,0,medium,1
57,4,200,1,0,medium,1
11,7,200,0,0,medium,1
36,4,200,0,0,medium,1
11,7,200,0,0,medium,1
35,6,200,0,0,medium,1
78,5,200,0,0,medium,1
11,7,200,0,0,high,0
10,6,200,0,0,low,1
42,2,135,0,0,medium,1
43,2,127,1,0,medium,1
79,5,200,0,0,medium,1
45,2,145,0,0,medium,1
9,6,200,0,0,low,1
11,6,200,0,0,low,1
45,2,144,0,0,low,1
11,6,200,0,0,low,1
9,6,200,0,0,low,1
78,4,200,0,0,low,1
38,2,151,1,0,low,1
82,4,200,0,0,low,1
85,4,200,0,0,low,1
45,2,146,0,0,low,1
77,5,200,0,0,low,1
39,2,127,0,0,low,1
91,4,200,0,0,low,1
11,6,200,0,0,low,1
46,2,143,0,0,low,1
43,2,135,0,0,low,1
11,6,200,1,0,low,1
10,6,200,0,0,low,1
9,5,200,0,0,low,1
36,2,155,0,0,low,1
11,6,200,0,0,low,1
9,6,200,0,0,medium,1
44,2,129,0,0,medium,1
73,5,200,0,0,medium,1
21,7,200,0,0,medium,1
80,4,200,0,0,medium,1
37,2,159,0,0,medium,1
79,5,200,0,0,medium,1
9,6,200,0,0,medium,1
75,6,134,0,0,medium,1
83,5,200,0,0,medium,1
10,5,200,0,0,medium,1
44,2,136,0,0,medium,1
42,6,200,0,0,high,1
43,2,158,0,0,low,1
9,7,200,0,0,medium,1
44,2,152,0,0,medium,1
81,5,200,0,0,medium,1
10,7,200,0,0,medium,1
10,6,200,0,0,low,1
11,6,200,0,0,low,1
9,6,200,0,0,low,1
75,5,200,0,0,low,1
38,2,134,0,0,low,1
9,7,200,0,0,low,1
74,5,200,0,0,low,1
44,2,127,0,0,low,1
76,4,200,0,0,low,1
42,2,146,0,0,low,1
75,4,200,0,0,low,1
36,2,137,0,0,low,1
75,5,200,0,0,low,1
40,2,134,0,0,low,1
75,4,200,0,0,low,1
9,6,200,0,0,low,1
39,2,127,0,0,low,1
40,2,142,0,0,low,1
39,2,131,0,0,low,1
10,7,200,0,0,low,1
42,2,148,0,0,low,1
37,2,143,0,0,medium,1
11,6,200,0,0,medium,1
9,7,200,0,0,medium,1
41,2,152,0,0,medium,1
42,2,145,0,0,medium,1
40,2,140,0,0,medium,1
36,2,129,0,0,medium,1
74,4,200,0,0,medium,1
66,5,200,0,0,medium,1
38,2,152,0,0,medium,1
43,2,132,0,0,medium,1
43,2,148,0,0,medium,1
10,6,200,0,0,high,0
82,4,200,0,0,low,1
10,6,200,0,0,medium,1
10,6,200,0,0,medium,1
43,2,155,0,0,medium,1
9,7,200,0,0,medium,1
41,2,138,0,0,low,1
10,7,200,0,0,low,1
88,4,200,0,0,low,1
43,2,151,1,0,low,1
42,2,155,0,0,low,1
85,4,200,0,0,low,1
38,2,144,0,0,low,1
39,2,142,0,0,low,1
41,2,126,0,0,low,1
88,4,200,0,0,low,1
78,4,200,0,0,low,1
45,2,138,0,0,low,1
9,6,200,1,0,low,1
44,2,145,0,0,low,1
11,6,200,0,0,low,1
36,2,143,0,0,low,1
86,4,200,0,0,low,1
10,6,200,0,0,low,1
45,2,149,0,0,low,1
42,2,158,0,0,low,1
36,2,134,0,0,low,1
45,2,129,0,0,medium,1
38,2,131,0,0,medium,1
11,6,200,0,0,medium,1
45,2,142,0,0,medium,1
87,5,200,0,0,medium,1
45,2,131,0,0,medium,1
10,6,200,0,0,medium,1
44,2,139,0,0,medium,1
78,4,200,0,0,medium,1
38,2,148,0,0,medium,1
85,5,200,0,0,medium,1
36,2,148,1,0,medium,1
75,5,200,0,0,high,1
81,4,200,1,0,low,1
40,2,150,0,0,medium,1
83,5,200,0,0,medium,1
41,2,127,0,0,medium,1
42,2,134,0,0,medium,1
9,7,200,0,0,low,1
87,5,200,0,0,low,1
43,6,149,0,0,low,1
39,2,139,0,0,low,1
10,6,200,0,0,low,1
41,2,132,0,0,low,1
72,2,200,0,0,low,1
44,2,137,0,0,low,1
38,2,139,0,0,low,1
46,2,148,0,0,low,1
40,2,149,0,0,low,1
45,2,131,0,0,low,1
89,5,200,0,0,low,1
10,7,200,0,0,low,1
46,2,161,0,0,low,1
9,7,200,0,0,low,1
45,2,149,0,0,low,1
89,4,200,0,0,low,1
62,5,200,0,0,low,1
11,6,200,0,0,low,1
44,2,135,0,0,low,1
9,6,200,0,0,medium,1
56,5,200,0,0,medium,1
77,4,200,0,0,medium,1
39,2,146,0,0,medium,1
10,5,200,0,0,medium,1
72,5,200,0,0,medium,1
40,2,136,0,0,medium,1
11,6,200,0,0,medium,1
88,5,200,0,0,medium,1
37,2,127,0,0,medium,1
11,6,200,0,0,medium,1
40,2,143,0,0,medium,1
10,6,200,0,0,high,0
62,3,131,0,0,low,1
78,4,200,0,0,medium,1
37,2,144,0,0,medium,1
76,4,200,1,0,medium,1
42,2,131,0,0,medium,1
10,6,200,0,0,low,1
42,2,157,0,0,low,1
10,7,200,0,0,low,1
10,6,200,0,0,low,1
42,2,130,0,0,low,1
9,6,200,0,0,low,1
10,6,200,0,0,low,1
11,7,200,0,0,low,1
44,2,147,0,0,low,1
87,3,200,0,0,low,1
44,2,154,0,0,low,1
41,2,143,0,0,low,1
51,4,134,0,0,low,1
89,5,200,0,0,low,1
10,6,200,0,0,low,1
90,5,200,0,0,low,1
36,2,131,0,0,low,1
44,2,150,0,0,low,1
39,2,150,0,0,low,1
38,5,137,0,0,low,1
73,4,200,0,0,low,1
10,6,200,0,0,medium,1
89,5,130,1,0,medium,1
87,5,200,0,0,medium,1
84,4,200,1,0,medium,1
11,6,200,0,0,medium,1
74,5,200,0,0,medium,1
79,4,200,0,0,medium,1
10,7,200,0,0,medium,1
83,5,200,0,0,medium,1
10,6,200,0,0,medium,1
45,2,157,0,0,medium,1
29,2,200,0,0,medium,1
46,2,145,0,0,high,1
11,6,200,0,0,low,1
75,5,200,0,0,medium,1
40,2,129,0,0,medium,1
37,2,134,0,0,medium,1
41,2,147,0,0,medium,1
10,6,200,0,0,low,1
39,2,129,0,0,low,1
40,2,140,0,0,low,1
41,2,132,0,0,low,1
11,6,200,0,0,low,1
74,5,200,0,0,low,1
42,2,143,0,0,low,1
88,4,200,0,0,low,1
37,2,147,0,0,low,1
78,4,200,0,0,low,1
46,2,141,0,0,low,1
74,5,200,0,0,low,1
11,6,200,1,0,low,1
80,5,200,0,0,low,1
37,2,154,0,0,low,1
87,4,200,0,0,low,1
90,5,200,0,0,low,1
10,6,200,0,0,low,1
43,2,145,0,0,low,1
11,6,200,0,0,low,1
40,2,146,0,0,low,1
9,7,200,0,0,medium,1
40,2,135,0,0,medium,1
14,5,200,0,0,medium,1
40,2,151,0,0,medium,1
11,6,200,1,0,medium,1
72,4,169,0,0,medium,1
39,2,157,0,0,medium,1
82,4,200,0,0,medium,1
41,2,142,0,0,medium,1
45,2,156,0,0,medium,1
20,6,200,0,0,medium,1
43,2,146,0,0,medium,1
39,2,156,0,0,high,0
11,6,200,1,0,low,1
45,2,136,0,0,medium,1
11,6,200,0,0,medium,1
84,5,200,0,0,medium,1
86,5,200,0,0,medium,1
79,5,200,0,0,low,1
39,2,130,0,0,low,1
15,4,200,0,0,low,1
81,4,200,0,0,low,1
39,2,136,0,0,low,1
92,4,200,0,0,low,1
90,5,200,0,0,low,1
32,2,200,0,0,low,1
46,2,140,0,0,low,1
83,4,200,0,0,low,1
39,2,131,0,0,low,1
20,6,138,0,0,low,1
11,6,200,0,0,low,1
11,6,200,0,0,low,1
10,7,200,0,0,low,1
75,5,200,0,0,low,1
44,2,145,0,0,low,1
86,5,200,1,0,low,1
10,6,200,0,0,low,1
39,2,146,0,0,low,1
45,2,149,0,0,low,1
10,7,200,0,0,medium,1
36,2,138,0,0,medium,1
57,4,158,0,0,medium,1
9,6,200,0,0,medium,1
87,4,200,0,0,medium,1
43,2,156,0,0,medium,1
36,2,147,0,0,medium,1
91,5,200,1,0,medium,1
41,2,136,0,0,medium,1
37,2,140,0,0,medium,1
43,2,146,0,0,medium,1
43,2,142,0,0,medium,1
40,2,155,0,0,high,0
10,7,200,0,0,low,1
76,4,200,1,0,medium,1
82,4,200,0,0,medium,1
11,7,200,0,0,medium,1
43,2,154,1,0,medium,1
11,7,200,0,0,low,1
41,2,141,0,0,low,1
73,5,200,0,0,low,1
37,2,157,0,0,low,1
11,6,200,0,0,low,1
46,2,131,0,0,low,1
41,2,149,0,0,low,1
78,4,200,0,0,low,1
78,5,200,0,0,low,1
72,5,200,0,0,low,1
63,6,200,0,0,low,1
55,6,136,0,0,low,1
45,2,155,0,0,low,1
39,2,155,0,0,low,1
10,6,200,0,0,low,1
40,2,136,0,0,low,1
39,2,133,0,0,low,1
78,4,128,0,0,low,1
42,2,142,0,0,low,1
39,2,149,0,0,low,1
46,2,145,0,0,low,1
10,6,200,0,0,medium,1
45,2,146,0,0,medium,1
10,6,200,1,0,medium,1
10,7,200,0,0,medium,1
78,5,200,0,0,medium,1
40,2,200,0,0,medium,1
45,2,155,1,0,medium,1
39,2,130,0,0,medium,1
43,2,157,0,0,medium,1
9,6,200,0,0,medium,1
79,5,200,0,0,medium,1
44,2,156,1,0,medium,1
79,5,200,0,0,high,1
38,2,155,0,0,low,1
36,2,159,0,0,medium,1
39,2,142,0,0,medium,1
9,6,200,0,0,medium,1
16,4,200,0,0,medium,1
9,6,200,0,0,low,1
11,6,200,0,0,low,1
44,2,142,0,0,low,1
11,7,200,0,0,low,1
11,6,200,0,0,low,1
45,2,147,0,0,low,1
10,7,200,0,0,low,1
40,2,160,0,0,low,1
38,2,130,0,0,low,1
39,2,133,0,0,low,1
38,2,160,0,0,low,1
38,2,151,0,0,low,1
17,3,188,0,0,low,1
79,5,200,0,0,low,1
10,7,200,0,0,low,1
37,2,129,0,0,low,1
42,2,152,0,0,low,1
44,2,128,0,0,low,1
11,6,200,0,0,low,1
39,2,151,0,0,low,1
10,5,200,0,0,low,1
40,2,155,0,0,medium,1
86,5,200,0,0,medium,1
37,2,157,0,0,medium,1
40,2,160,0,0,medium,1
43,2,149,0,0,medium,1
88,5,200,0,0,medium,1
44,2,128,0,0,medium,1
87,4,200,0,0,medium,1
40,2,156,0,0,medium,1
45,2,143,0,0,medium,1
84,4,200,0,0,medium,1
10,3,179,0,0,medium,1
72,5,200,0,0,high,1
40,2,127,0,0,low,1
45,2,145,0,0,medium,1
89,5,200,0,0,medium,1
40,2,131,0,0,medium,1
38,2,136,0,0,medium,1
38,2,140,1,0,low,1
10,7,200,0,0,low,1
42,2,148,1,0,low,1
74,5,200,0,0,low,1
10,6,200,0,0,low,1
82,5,200,0,0,low,1
38,2,131,0,0,low,1
41,2,160,0,0,low,1
40,2,152,0,0,low,1
83,4,200,0,0,low,1
36,2,144,0,0,low,1
75,4,200,0,0,low,1
44,2,146,0,0,low,1
10,6,200,0,0,low,1
39,2,148,1,0,low,1
9,7,200,0,0,low,1
40,2,152,0,0,low,1
41,2,135,0,0,low,1
83,4,200,0,0,low,1
42,2,145,0,0,low,1
61,5,200,0,0,low,1
44,2,128,0,0,medium,1
77,5,200,0,0,medium,1
81,4,200,0,0,medium,1
10,6,200,0,0,medium,1
73,5,200,0,0,medium,1
9,6,200,0,0,medium,1
90,4,200,0,0,medium,1
88,4,200,0,0,medium,1
9,7,200,0,0,medium,1
40,2,130,1,0,medium,1
17,6,200,0,0,medium,1
82,5,200,0,0,medium,1
90,4,200,0,0,high,1
83,4,200,0,0,low,1
44,2,154,0,0,medium,1
50,4,138,0,0,medium,1
14,6,200,0,0,medium,1
77,4,200,0,0,medium,1
9,6,200,0,0,low,1
11,6,200,0,0,low,1
44,2,148,0,0,low,1
43,2,146,0,0,low,1
12,5,136,0,0,low,1
10,7,200,0,0,low,1
10,6,200,0,0,low,1
40,2,132,0,0,low,1
41,2,145,0,0,low,1
37,2,153,0,0,low,1
40,2,139,0,0,low,1
74,4,200,0,0,low,1
39,2,154,0,0,low,1
11,5,200,0,0,low,1
36,2,129,0,0,low,1
80,5,200,0,0,low,1
60,3,200,0,0,low,1
36,2,158,0,0,low,1
10,6,200,0,0,low,1
65,2,181,0,0,low,1
49,4,200,0,0,low,1
73,5,200,1,0,medium,1
11,6,200,0,0,medium,1
73,4,200,0,0,medium,1
43,2,129,0,0,medium,1
73,5,200,0,0,medium,1
76,5,200,0,0,medium,1
9,6,200,0,0,medium,1
90,5,200,0,0,medium,1
10,6,200,0,0,medium,1
43,2,147,0,0,medium,1
41,2,159,0,0,medium,1
41,2,154,0,0,medium,1
10,6,200,0,0,high,0
40,2,132,0,0,low,1
40,2,152,0,0,medium,1
36,5,200,0,0,medium,1
83,5,200,0,0,medium,1
83,5,200,0,0,medium,1
41,2,144,0,0,low,1
11,7,200,0,0,low,1
68,5,198,1,0,low,1
43,2,157,0,0,low,1
44,2,145,0,0,low,1
87,5,200,0,0,low,1
43,2,153,0,0,low,1
89,3,178,0,0,low,1
83,5,200,0,0,low,1
11,6,200,0,0,low,1
85,6,200,1,0,low,1
89,4,200,0,0,low,1
9,7,200,0,0,low,1
43,4,134,0,0,low,1
42,2,147,0,0,low,1
43,2,130,0,0,low,1
10,6,200,0,0,low,1
37,2,156,0,0,low,1
76,4,200,0,0,low,1
88,4,200,0,0,low,1
39,2,151,0,0,low,1
45,2,131,0,0,medium,1
91,5,200,0,0,medium,1
86,5,200,0,0,medium,1
39,2,153,0,0,medium,1
89,4,200,0,0,medium,1
11,6,200,0,0,medium,1
10,6,200,0,0,medium,1
38,2,146,0,0,medium,1
40,2,156,0,0,medium,1
86,5,200,0,0,medium,1
10,6,200,0,0,medium,1
10,6,200,0,0,medium,1
42,2,128,0,0,high,1
36,2,130,0,0,low,1
39,2,127,0,0,medium,1
43,2,137,0,0,medium,1
36,2,133,0,0,medium,1
9,6,200,0,0,medium,1
42,2,146,0,0,low,1
42,2,135,0,0,low,1
91,5,200,0,0,low,1
41,2,154,0,0,low,1
11,6,200,0,0,low,1
9,6,200,0,0,low,1
83,5,200,0,0,low,1
11,6,200,0,0,low,1
10,7,200,0,0,low,1
42,2,150,0,0,low,1
10,7,200,0,0,low,1
38,2,138,0,0,low,1
77,4,200,0,0,low,1
11,7,200,0,0,low,1
87,5,200,0,0,low,1
10,7,200,0,0,low,1
10,7,200,0,0,low,1
9,6,200,0,0,low,1
84,5,200,0,0,low,1
11,6,200,0,0,low,1
81,5,200,0,0,low,1
77,5,200,0,0,medium,1
42,2,137,0,0,medium,1
36,2,140,0,0,medium,1
81,5,200,0,0,medium,1
37,2,130,1,0,medium,1
10,6,200,0,0,medium,1
14,6,175,0,0,medium,1
41,2,159,0,0,medium,1
44,2,128,0,1,medium,1
82,5,200,1,0,medium,1
67,3,166,0,0,medium,1
44,2,141,0,0,medium,1
42,2,143,0,0,high,1
84,4,200,0,0,low,1
86,4,200,0,0,medium,1
56,5,200,0,0,medium,1
9,6,200,0,0,medium,1
10,7,200,0,0,medium,1
39,2,149,0,0,low,1
75,5,200,0,0,low,1
43,2,159,0,0,low,1
9,7,200,0,0,low,1
83,4,200,0,0,low,1
59,3,156,0,0,low,1
44,2,135,0,0,low,1
38,2,128,0,0,low,1
76,5,200,0,0,low,1
22,4,200,0,0,low,1
40,2,141,0,0,low,1
41,2,155,0,0,low,1
38,2,141,0,0,low,1
45,4,200,1,0,low,1
39,2,160,0,0,low,1
45,2,150,0,0,low,1
42,2,132,1,0,low,1
10,6,200,0,0,low,1
78,5,200,0,0,low,1
39,2,160,0,0,low,1
10,7,200,0,0,low,1
10,6,200,0,0,medium,1
43,2,126,0,0,medium,1
38,2,132,0,0,medium,1
9,6,200,0,0,medium,1
39,2,141,0,0,medium,1
73,6,200,0,0,medium,1
38,2,140,0,0,medium,1
10,6,200,0,0,medium,1
41,2,133,0,0,medium,1
43,2,131,0,0,medium,1
79,4,200,0,0,medium,1
10,6,200,0,0,medium,1
11,6,200,0,0,high,0
42,2,143,0,0,low,1
36,2,157,0,0,medium,1
63,5,163,0,0,medium,1
41,2,133,0,0,medium,1
36,2,157,0,0,medium,1
10,6,200,0,0,low,1
11,6,200,0,0,low,1
44,2,133,0,0,low,1
77,5,200,0,0,low,1
91,4,200,0,0,low,1
26,2,200,0,0,low,1
81,5,200,0,0,low,1
11,6,200,0,0,low,1
92,4,200,0,0,low,1
10,5,200,0,0,low,1
45,2,137,0,0,low,1
11,6,200,0,0,low,1
23,5,168,0,0,low,1
86,4,200,0,0,low,1
44,2,141,0,0,low,1
41,2,133,0,0,low,1
84,5,200,0,0,low,1
42,2,160,0,0,low,1
11,7,200,0,0,low,1
38,2,160,0,0,low,1
11,7,200,0,0,low,1
10,6,200,0,0,medium,1
86,5,200,0,0,medium,1
91,4,200,1,0,medium,1
37,2,140,0,0,medium,1
46,2,146,0,0,medium,1
10,6,200,0,0,medium,1
37,2,127,0,0,medium,1
40,2,161,0,0,medium,1
9,6,200,0,0,medium,1
11,6,200,0,0,medium,1
39,2,159,0,0,medium,1
89,4,200,0,0,medium,1
9,6,200,0,0,high,0
88,4,200,1,0,low,1
11,7,200,0,0,medium,1
10,6,200,0,0,medium,1
91,4,200,0,0,medium,1
44,2,137,0,0,medium,1
63,2,157,0,0,low,1
10,7,200,0,0,low,1
36,2,144,0,0,low,1
45,2,149,0,0,low,1
73,5,200,0,0,low,1
37,2,140,0,0,low,1
9,7,200,0,0,low,1
41,3,200,0,0,low,1
72,5,200,0,0,low,1
36,2,127,0,0,low,1
90,4,200,0,0,low,1
44,2,141,0,0,low,1
78,4,200,0,0,low,1
37,2,141,0,0,low,1
40,2,144,1,0,low,1
84,5,200,0,0,low,1
9,6,200,0,0,low,1
83,4,200,0,0,low,1
11,6,200,0,0,low,1
37,2,142,0,0,low,1
9,6,200,0,0,low,1
43,2,200,0,0,medium,1
39,2,147,0,0,medium,1
85,2,168,0,0,medium,1
38,2,128,0,0,medium,1
76,5,200,1,0,medium,1
44,2,135,0,0,medium,1
73,4,200,0,0,medium,1
43,2,136,0,0,medium,1
43,2,149,1,0,medium,1
9,7,200,0,0,medium,1
43,2,143,0,0,medium,1
45,2,138,0,0,medium,1
42,2,146,0,0,high,1
41,2,150,1,0,low,1
44,2,156,0,0,medium,1
9,7,200,0,0,medium,1
41,2,156,0,0,medium,1
43,2,143,0,0,medium,1
38,2,159,0,0,low,1
85,4,200,0,0,low,1
88,4,200,0,0,low,1
44,2,138,0,0,low,1
11,7,200,0,0,low,1
38,2,145,0,0,low,1
9,6,200,0,0,low,1
11,6,200,0,0,low,1
11,6,200,0,0,low,1
44,2,155,0,0,low,1
38,2,137,0,0,low,1
10,6,200,0,0,low,1
45,2,143,0,0,low,1
11,7,200,0,0,low,1
36,2,136,0,0,low,1
72,5,200,0,0,low,1
43,2,157,0,0,low,1
45,2,150,0,0,low,1
40,2,127,0,0,low,1
10,6,200,0,0,low,1
83,5,200,0,0,low,1
11,7,200,0,0,medium,1
43,2,152,0,0,medium,1
38,2,144,0,0,medium,1
83,5,200,0,0,medium,1
11,7,200,0,0,medium,1
43,2,136,0,0,medium,1
11,6,200,0,0,medium,1
43,2,157,0,0,medium,1
10,6,200,0,0,medium,1
44,2,152,0,0,medium,1
82,5,200,0,0,medium,1
10,6,200,0,0,medium,1
10,5,200,0,0,high,0
30,5,200,0,0,low,1
10,6,200,0,0,medium,1
39,2,151,0,0,medium,1
14,4,175,0,0,medium,1
82,4,200,0,0,medium,1
10,6,200,0,0,low,1
9,6,200,0,0,low,1
54,6,165,0,0,low,1
61,2,200,0,0,low,1
10,6,200,0,0,low,1
10,6,200,0,0,low,1
36,2,147,0,0,low,1
10,7,200,0,0,low,1
84,5,200,0,0,low,1
38,2,159,0,0,low,1
41,2,147,0,0,low,1
37,2,154,1,0,low,1
43,2,129,0,0,low,1
46,2,161,0,0,low,1
9,6,200,0,0,low,1
78,5,200,0,0,low,1
45,2,159,0,0,low,1
42,2,135,0,0,low,1
46,2,147,0,0,low,1
39,2,142,0,0,low,1
36,2,130,0,0,low,1
43,2,147,0,0,medium,1
85,5,200,1,0,medium,1
11,6,200,0,0,medium,1
11,6,200,0,0,medium,1
38,2,128,0,0,medium,1
43,2,129,0,0,medium,1
75,5,200,0,0,medium,1
11,6,200,0,0,medium,1
10,7,200,0,0,medium,1
10,7,200,0,0,medium,1
37,2,154,0,0,medium,1
11,5,140,0,0,medium,1
45,2,159,0,0,high,1
44,2,158,0,0,low,1
44,2,133,0,0,medium,1
11,6,200,0,0,medium,1
79,5,200,0,0,medium,1
80,5,200,0,0,medium,1
10,7,200,0,0,low,1
9,6,200,0,0,low,1
70,6,161,0,0,low,1
72,4,200,0,0,low,1
11,6,200,0,0,low,1
39,2,137,0,0,low,1
40,2,144,0,0,low,1
43,2,142,0,0,low,1
76,5,200,0,0,low,1
40,2,142,0,0,low,1
9,6,200,0,0,low,1
37,2,157,0,0,low,1
87,5,200,0,0,low,1
10,6,200,0,0,low,1
11,6,200,0,0,low,1
43,2,148,0,0,low,1
10,6,200,0,0,low,1
11,6,200,0,0,low,1
85,5,200,0,0,low,1
37,2,138,0,0,low,1
44,2,141,0,0,low,1
10,7,200,0,0,medium,1
11,6,200,0,0,medium,1
87,5,200,0,0,medium,1
39,2,127,0,0,medium,1
10,7,200,0,0,medium,1
44,2,155,0,0,medium,1
40,2,143,0,0,medium,1
76,5,200,0,0,medium,1
46,2,147,0,0,medium,1
90,4,200,0,0,medium,1
85,4,200,0,0,medium,1
10,5,200,1,0,medium,1
43,2,131,0,0,high,1
20,5,135,0,0,low,1
81,5,200,0,0,medium,1
83,5,200,0,0,medium,1
14,4,200,1,0,medium,1
10,5,200,0,0,medium,1
91,4,200,0,0,low,1
37,2,158,0,0,low,1
42,2,147,1,0,low,1
39,2,200,0,0,low,1
39,2,154,0,0,low,1
44,2,149,0,0,low,1
37,2,149,0,0,low,1
39,2,146,0,0,low,1
72,4,200,0,0,low,1
37,2,148,0,0,low,1
82,5,200,0,0,low,1
42,2,134,0,0,low,1
59,2,155,0,0,low,1
82,5,200,0,0,low,1
73,6,189,0,0,low,1
78,3,164,0,0,low,1
9,6,200,0,0,low,1
10,6,200,0,0,low,1
45,2,149,0,0,low,1
83,5,200,0,0,low,1
43,2,128,0,0,low,1
40,2,128,0,0,medium,1
43,2,157,0,0,medium,1
78,4,200,0,0,medium,1
39,2,140,0,0,medium,1
11,6,200,0,0,medium,1
36,2,143,0,0,medium,1
